gamma, E0, E1, E2, E3, E4, E5, E6, P_II, P_xx, P_yy, P_zz, P_Ix, P_xI, P_Iy, P_yI, P_Iz, P_zI, P_xy, P_yx, P_xz, P_zx, P_yz, P_zy 
 (0.000000000000000000e+00+0.000000000000000000e+00j)  (2.564102564102564100e-03+0.000000000000000000e+00j)  (5.128205128205128201e-03+0.000000000000000000e+00j)  (7.692307692307692735e-03+0.000000000000000000e+00j)  (1.025641025641025640e-02+0.000000000000000000e+00j)  (1.282051282051282007e-02+0.000000000000000000e+00j)  (1.538461538461538547e-02+0.000000000000000000e+00j)  (1.794871794871794740e-02+0.000000000000000000e+00j)  (2.051282051282051280e-02+0.000000000000000000e+00j)  (2.307692307692307820e-02+0.000000000000000000e+00j)  (2.564102564102564014e-02+0.000000000000000000e+00j)  (2.820512820512820554e-02+0.000000000000000000e+00j)  (3.076923076923077094e-02+0.000000000000000000e+00j)  (3.333333333333333287e-02+0.000000000000000000e+00j)  (3.589743589743589480e-02+0.000000000000000000e+00j)  (3.846153846153846367e-02+0.000000000000000000e+00j)  (4.102564102564102561e-02+0.000000000000000000e+00j)  (4.358974358974358754e-02+0.000000000000000000e+00j)  (4.615384615384615641e-02+0.000000000000000000e+00j)  (4.871794871794871834e-02+0.000000000000000000e+00j)  (5.128205128205128027e-02+0.000000000000000000e+00j)  (5.384615384615384914e-02+0.000000000000000000e+00j)  (5.641025641025641107e-02+0.000000000000000000e+00j)  (5.897435897435897301e-02+0.000000000000000000e+00j)  (6.153846153846154188e-02+0.000000000000000000e+00j)  (6.410256410256409687e-02+0.000000000000000000e+00j)  (6.666666666666666574e-02+0.000000000000000000e+00j)  (6.923076923076923461e-02+0.000000000000000000e+00j)  (7.179487179487178961e-02+0.000000000000000000e+00j)  (7.435897435897435848e-02+0.000000000000000000e+00j)  (7.692307692307692735e-02+0.000000000000000000e+00j)  (7.948717948717948234e-02+0.000000000000000000e+00j)  (8.205128205128205121e-02+0.000000000000000000e+00j)  (8.461538461538462008e-02+0.000000000000000000e+00j)  (8.717948717948717507e-02+0.000000000000000000e+00j)  (8.974358974358974395e-02+0.000000000000000000e+00j)  (9.230769230769231282e-02+0.000000000000000000e+00j)  (9.487179487179486781e-02+0.000000000000000000e+00j)  (9.743589743589743668e-02+0.000000000000000000e+00j)  (1.000000000000000056e-01+0.000000000000000000e+00j)
 (-5.808016386877594641e+02+0.000000000000000000e+00j)  (-5.808936696145894985e+02+0.000000000000000000e+00j)  (-5.810031927649609997e+02+0.000000000000000000e+00j)  (-5.811301095280758773e+02+0.000000000000000000e+00j)  (-5.812742457514343641e+02+0.000000000000000000e+00j)  (-5.814353561509120709e+02+0.000000000000000000e+00j)  (-5.816131301134203113e+02+0.000000000000000000e+00j)  (-5.818071986060019753e+02+0.000000000000000000e+00j)  (-5.820171418708018791e+02+0.000000000000000000e+00j)  (-5.822424975778383214e+02+0.000000000000000000e+00j)  (-5.824827691195247326e+02+0.000000000000000000e+00j)  (-5.827374337655014642e+02+0.000000000000000000e+00j)  (-5.830059504396330112e+02+0.000000000000000000e+00j)  (-5.832877669352205885e+02+0.000000000000000000e+00j)  (-5.835823264364081524e+02+0.000000000000000000e+00j)  (-5.838890732669761974e+02+0.000000000000000000e+00j)  (-5.842074578317570968e+02+0.000000000000000000e+00j)  (-5.845369407539767508e+02+0.000000000000000000e+00j)  (-5.848769962415457258e+02+0.000000000000000000e+00j)  (-5.852271147360550003e+02+0.000000000000000000e+00j)  (-5.855868049116577367e+02+0.000000000000000000e+00j)  (-5.859555950993551505e+02+0.000000000000000000e+00j)  (-5.863330342130491317e+02+0.000000000000000000e+00j)  (-5.867186922534699534e+02+0.000000000000000000e+00j)  (-5.871121604609511451e+02+0.000000000000000000e+00j)  (-5.875130511827842383e+02+0.000000000000000000e+00j)  (-5.879209975130100929e+02+0.000000000000000000e+00j)  (-5.883356527566247678e+02+0.000000000000000000e+00j)  (-5.887566897613266974e+02+0.000000000000000000e+00j)  (-5.891838001549760975e+02+0.000000000000000000e+00j)  (-5.896166935188311982e+02+0.000000000000000000e+00j)  (-5.900550965227030247e+02+0.000000000000000000e+00j)  (-5.904987520418097802e+02+0.000000000000000000e+00j)  (-5.909474182721938860e+02+0.000000000000000000e+00j)  (-5.914008678566999606e+02+0.000000000000000000e+00j)  (-5.918588870313908501e+02+0.000000000000000000e+00j)  (-5.923212747995768268e+02+0.000000000000000000e+00j)  (-5.927878421380810323e+02+0.000000000000000000e+00j)  (-5.932584112393528812e+02+0.000000000000000000e+00j)  (-5.937328147915554837e+02+0.000000000000000000e+00j)
 (-5.706775539516810341e+02+0.000000000000000000e+00j)  (-5.711238677105038732e+02+0.000000000000000000e+00j)  (-5.715734136017805440e+02+0.000000000000000000e+00j)  (-5.720261150924910680e+02+0.000000000000000000e+00j)  (-5.724818978374357812e+02+0.000000000000000000e+00j)  (-5.729406896278685508e+02+0.000000000000000000e+00j)  (-5.734024203394421875e+02+0.000000000000000000e+00j)  (-5.738670218794205766e+02+0.000000000000000000e+00j)  (-5.743344281329584646e+02+0.000000000000000000e+00j)  (-5.748045749102662967e+02+0.000000000000000000e+00j)  (-5.752773998927000321e+02+0.000000000000000000e+00j)  (-5.757528425799915794e+02+0.000000000000000000e+00j)  (-5.762308442375370987e+02+0.000000000000000000e+00j)  (-5.767113478443584427e+02+0.000000000000000000e+00j)  (-5.771942980417555873e+02+0.000000000000000000e+00j)  (-5.776796410829058459e+02+0.000000000000000000e+00j)  (-5.781673247832580955e+02+0.000000000000000000e+00j)  (-5.786572984719331316e+02+0.000000000000000000e+00j)  (-5.791495129441989320e+02+0.000000000000000000e+00j)  (-5.796439204151414515e+02+0.000000000000000000e+00j)  (-5.801404744742501407e+02+0.000000000000000000e+00j)  (-5.806391300413932868e+02+0.000000000000000000e+00j)  (-5.811398433238302914e+02+0.000000000000000000e+00j)  (-5.816425717744706390e+02+0.000000000000000000e+00j)  (-5.821472740513343069e+02+0.000000000000000000e+00j)  (-5.826539099781446112e+02+0.000000000000000000e+00j)  (-5.831624405061756988e+02+0.000000000000000000e+00j)  (-5.836728276773885682e+02+0.000000000000000000e+00j)  (-5.841850345883232194e+02+0.000000000000000000e+00j)  (-5.846990253557667074e+02+0.000000000000000000e+00j)  (-5.852147650828937913e+02+0.000000000000000000e+00j)  (-5.857322198270286435e+02+0.000000000000000000e+00j)  (-5.862513565681357477e+02+0.000000000000000000e+00j)  (-5.867721431786819721e+02+0.000000000000000000e+00j)  (-5.872945483942206693e+02+0.000000000000000000e+00j)  (-5.878185417851431112e+02+0.000000000000000000e+00j)  (-5.883440937294543573e+02+0.000000000000000000e+00j)  (-5.888711753863948388e+02+0.000000000000000000e+00j)  (-5.893997586711010399e+02+0.000000000000000000e+00j)  (-5.899298162298534862e+02+0.000000000000000000e+00j)
 (-5.706775539516445406e+02+0.000000000000000000e+00j)  (-5.703465118045088502e+02+0.000000000000000000e+00j)  (-5.700166125703418629e+02+0.000000000000000000e+00j)  (-5.696879209561867583e+02+0.000000000000000000e+00j)  (-5.693605034345931699e+02+0.000000000000000000e+00j)  (-5.690344283163331056e+02+0.000000000000000000e+00j)  (-5.687097658250187351e+02+0.000000000000000000e+00j)  (-5.683865881737104928e+02+0.000000000000000000e+00j)  (-5.680649696426430637e+02+0.000000000000000000e+00j)  (-5.677449866594740797e+02+0.000000000000000000e+00j)  (-5.674267178801298996e+02+0.000000000000000000e+00j)  (-5.671102442718446355e+02+0.000000000000000000e+00j)  (-5.667956491964022234e+02+0.000000000000000000e+00j)  (-5.664830184951472347e+02+0.000000000000000000e+00j)  (-5.661724405741214241e+02+0.000000000000000000e+00j)  (-5.658640064895411115e+02+0.000000000000000000e+00j)  (-5.655578100333933662e+02+0.000000000000000000e+00j)  (-5.652539478183234678e+02+0.000000000000000000e+00j)  (-5.649525193615390890e+02+0.000000000000000000e+00j)  (-5.646536271673863894e+02+0.000000000000000000e+00j)  (-5.643573768072483290e+02+0.000000000000000000e+00j)  (-5.640638769970909152e+02+0.000000000000000000e+00j)  (-5.637732396706487634e+02+0.000000000000000000e+00j)  (-5.634855800486351427e+02+0.000000000000000000e+00j)  (-5.632010167017550657e+02+0.000000000000000000e+00j)  (-5.629196716073290645e+02+0.000000000000000000e+00j)  (-5.626416701979605932e+02+0.000000000000000000e+00j)  (-5.623671414008285865e+02+0.000000000000000000e+00j)  (-5.620962176664685330e+02+0.000000000000000000e+00j)  (-5.618290349851801011e+02+0.000000000000000000e+00j)  (-5.615657328897441403e+02+0.000000000000000000e+00j)  (-5.613064544424778433e+02+0.000000000000000000e+00j)  (-5.610513462045951201e+02+0.000000000000000000e+00j)  (-5.608005581864938449e+02+0.000000000000000000e+00j)  (-5.607262205501315293e+02+0.000000000000000000e+00j)  (-5.608094038845435989e+02+0.000000000000000000e+00j)  (-5.609055602158052807e+02+0.000000000000000000e+00j)  (-5.610149782977052837e+02+0.000000000000000000e+00j)  (-5.611378752504055001e+02+0.000000000000000000e+00j)  (-5.612743969303235190e+02+0.000000000000000000e+00j)
 (-5.605534692155650873e+02+0.000000000000000000e+00j)  (-5.606414222685504001e+02+0.000000000000000000e+00j)  (-5.607169209130360059e+02+0.000000000000000000e+00j)  (-5.607802561823882570e+02+0.000000000000000000e+00j)  (-5.608318067818968302e+02+0.000000000000000000e+00j)  (-5.608720353753176369e+02+0.000000000000000000e+00j)  (-5.609014834880397302e+02+0.000000000000000000e+00j)  (-5.609207653044306880e+02+0.000000000000000000e+00j)  (-5.609305606694418884e+02+0.000000000000000000e+00j)  (-5.609316076116404020e+02+0.000000000000000000e+00j)  (-5.609246946863059975e+02+0.000000000000000000e+00j)  (-5.609106534036941412e+02+0.000000000000000000e+00j)  (-5.608903509565985814e+02+0.000000000000000000e+00j)  (-5.608646834076864707e+02+0.000000000000000000e+00j)  (-5.608345694365143572e+02+0.000000000000000000e+00j)  (-5.608009446927724184e+02+0.000000000000000000e+00j)  (-5.607647567521095198e+02+0.000000000000000000e+00j)  (-5.607269606286315593e+02+0.000000000000000000e+00j)  (-5.606885147669756861e+02+0.000000000000000000e+00j)  (-5.606503774129761268e+02+0.000000000000000000e+00j)  (-5.606135032469923090e+02+0.000000000000000000e+00j)  (-5.605788401595347068e+02+0.000000000000000000e+00j)  (-5.605473260489061431e+02+0.000000000000000000e+00j)  (-5.605198855309497503e+02+0.000000000000000000e+00j)  (-5.604974264649040379e+02+0.000000000000000000e+00j)  (-5.604808362216036812e+02+0.000000000000000000e+00j)  (-5.604709776458996657e+02+0.000000000000000000e+00j)  (-5.604686846965023506e+02+0.000000000000000000e+00j)  (-5.604747577800886802e+02+0.000000000000000000e+00j)  (-5.604899588332102667e+02+0.000000000000000000e+00j)  (-5.605150062410592682e+02+0.000000000000000000e+00j)  (-5.605505697161615899e+02+0.000000000000000000e+00j)  (-5.605972652885834577e+02+0.000000000000000000e+00j)  (-5.606556505806286168e+02+0.000000000000000000e+00j)  (-5.605542437761050678e+02+0.000000000000000000e+00j)  (-5.603125596440950176e+02+0.000000000000000000e+00j)  (-5.600756656230823864e+02+0.000000000000000000e+00j)  (-5.598437245588556834e+02+0.000000000000000000e+00j)  (-5.596169021320375805e+02+0.000000000000000000e+00j)  (-5.593953666471348924e+02+0.000000000000000000e+00j)
 (-5.301106663125224259e+02+0.000000000000000000e+00j)  (-5.304417027133326883e+02+0.000000000000000000e+00j)  (-5.307709140802058982e+02+0.000000000000000000e+00j)  (-5.310981188070560393e+02+0.000000000000000000e+00j)  (-5.314231225007144985e+02+0.000000000000000000e+00j)  (-5.317457172958066849e+02+0.000000000000000000e+00j)  (-5.320656811625776754e+02+0.000000000000000000e+00j)  (-5.323827772160932454e+02+0.000000000000000000e+00j)  (-5.326967530361530407e+02+0.000000000000000000e+00j)  (-5.330073400111450610e+02+0.000000000000000000e+00j)  (-5.333142527202710426e+02+0.000000000000000000e+00j)  (-5.336171883732532706e+02+0.000000000000000000e+00j)  (-5.339158263290219111e+02+0.000000000000000000e+00j)  (-5.342098277191977331e+02+0.000000000000000000e+00j)  (-5.344988352060879606e+02+0.000000000000000000e+00j)  (-5.347824729089533093e+02+0.000000000000000000e+00j)  (-5.350603465371279981e+02+0.000000000000000000e+00j)  (-5.353320437708426880e+02+0.000000000000000000e+00j)  (-5.355971349354849735e+02+0.000000000000000000e+00j)  (-5.358551740161582302e+02+0.000000000000000000e+00j)  (-5.361057000601882692e+02+0.000000000000000000e+00j)  (-5.363482390142360146e+02+0.000000000000000000e+00j)  (-5.365823060376236526e+02+0.000000000000000000e+00j)  (-5.368074083282957645e+02+0.000000000000000000e+00j)  (-5.370230484839895553e+02+0.000000000000000000e+00j)  (-5.372287284084696921e+02+0.000000000000000000e+00j)  (-5.374239537518337784e+02+0.000000000000000000e+00j)  (-5.376082388509794328e+02+0.000000000000000000e+00j)  (-5.377811121087739821e+02+0.000000000000000000e+00j)  (-5.379421217219013442e+02+0.000000000000000000e+00j)  (-5.380908416371944440e+02+0.000000000000000000e+00j)  (-5.382268775879041414e+02+0.000000000000000000e+00j)  (-5.383498730381517134e+02+0.000000000000000000e+00j)  (-5.384595148464921976e+02+0.000000000000000000e+00j)  (-5.385555384524698184e+02+0.000000000000000000e+00j)  (-5.386377323933910475e+02+0.000000000000000000e+00j)  (-5.387059419760156516e+02+0.000000000000000000e+00j)  (-5.387600719556887725e+02+0.000000000000000000e+00j)  (-5.388000881154807757e+02+0.000000000000000000e+00j)  (-5.388260176854341807e+02+0.000000000000000000e+00j)
 (-5.301106663124672878e+02+0.000000000000000000e+00j)  (-5.300582501525806265e+02+0.000000000000000000e+00j)  (-5.300111324901475882e+02+0.000000000000000000e+00j)  (-5.299693723756830650e+02+0.000000000000000000e+00j)  (-5.299330260346239356e+02+0.000000000000000000e+00j)  (-5.299021467658237725e+02+0.000000000000000000e+00j)  (-5.298767848461143330e+02+0.000000000000000000e+00j)  (-5.298569874420271617e+02+0.000000000000000000e+00j)  (-5.298427985285665045e+02+0.000000000000000000e+00j)  (-5.298342588163951632e+02+0.000000000000000000e+00j)  (-5.298314056868865691e+02+0.000000000000000000e+00j)  (-5.298342731364919018e+02+0.000000000000000000e+00j)  (-5.298428917298117540e+02+0.000000000000000000e+00j)  (-5.298572885625467279e+02+0.000000000000000000e+00j)  (-5.298774872337980923e+02+0.000000000000000000e+00j)  (-5.299035078284208566e+02+0.000000000000000000e+00j)  (-5.299353669091846086e+02+0.000000000000000000e+00j)  (-5.299730775190010945e+02+0.000000000000000000e+00j)  (-5.300166491929446693e+02+0.000000000000000000e+00j)  (-5.300660879801714600e+02+0.000000000000000000e+00j)  (-5.301213964753238770e+02+0.000000000000000000e+00j)  (-5.301825738595154007e+02+0.000000000000000000e+00j)  (-5.302496159498479074e+02+0.000000000000000000e+00j)  (-5.303225152583943327e+02+0.000000000000000000e+00j)  (-5.304012610585848506e+02+0.000000000000000000e+00j)  (-5.304858394599692701e+02+0.000000000000000000e+00j)  (-5.305762334900489350e+02+0.000000000000000000e+00j)  (-5.306724231827070071e+02+0.000000000000000000e+00j)  (-5.307743856729327945e+02+0.000000000000000000e+00j)  (-5.308820952971112774e+02+0.000000000000000000e+00j)  (-5.309955236980659947e+02+0.000000000000000000e+00j)  (-5.311146399346877160e+02+0.000000000000000000e+00j)  (-5.312394105947508933e+02+0.000000000000000000e+00j)  (-5.313697999114218646e+02+0.000000000000000000e+00j)  (-5.315057698815122649e+02+0.000000000000000000e+00j)  (-5.316472803860740441e+02+0.000000000000000000e+00j)  (-5.317942893117849508e+02+0.000000000000000000e+00j)  (-5.319467526733810701e+02+0.000000000000000000e+00j)  (-5.321046247357298853e+02+0.000000000000000000e+00j)  (-5.322678581358228485e+02+0.000000000000000000e+00j)
 (-5.199865815764045465e+02+0.000000000000000000e+00j)  (-5.201291811444591531e+02+0.000000000000000000e+00j)  (-5.202810110014605698e+02+0.000000000000000000e+00j)  (-5.204422016797007018e+02+0.000000000000000000e+00j)  (-5.206128581844430983e+02+0.000000000000000000e+00j)  (-5.207930598695371600e+02+0.000000000000000000e+00j)  (-5.209828605584945080e+02+0.000000000000000000e+00j)  (-5.211822889074568366e+02+0.000000000000000000e+00j)  (-5.213913490015107755e+02+0.000000000000000000e+00j)  (-5.216100211700530735e+02+0.000000000000000000e+00j)  (-5.218382630021650357e+02+0.000000000000000000e+00j)  (-5.220760105388700367e+02+0.000000000000000000e+00j)  (-5.223231796163250920e+02+0.000000000000000000e+00j)  (-5.225796673314307554e+02+0.000000000000000000e+00j)  (-5.228453536010033531e+02+0.000000000000000000e+00j)  (-5.231201027847110936e+02+0.000000000000000000e+00j)  (-5.234037653436753317e+02+0.000000000000000000e+00j)  (-5.236961795076261978e+02+0.000000000000000000e+00j)  (-5.239971729262950930e+02+0.000000000000000000e+00j)  (-5.243065642826391013e+02+0.000000000000000000e+00j)  (-5.246241648495507661e+02+0.000000000000000000e+00j)  (-5.249497799742001689e+02+0.000000000000000000e+00j)  (-5.252832104772728599e+02+0.000000000000000000e+00j)  (-5.256242539583263351e+02+0.000000000000000000e+00j)  (-5.259727060003460792e+02+0.000000000000000000e+00j)  (-5.263283612699194691e+02+0.000000000000000000e+00j)  (-5.266910145120301650e+02+0.000000000000000000e+00j)  (-5.270604614395114140e+02+0.000000000000000000e+00j)  (-5.274364995201678994e+02+0.000000000000000000e+00j)  (-5.278189286651298744e+02+0.000000000000000000e+00j)  (-5.282075518229859199e+02+0.000000000000000000e+00j)  (-5.286021754861321824e+02+0.000000000000000000e+00j)  (-5.290026101146239625e+02+0.000000000000000000e+00j)  (-5.294086704845450413e+02+0.000000000000000000e+00j)  (-5.298201759676109077e+02+0.000000000000000000e+00j)  (-5.302369507481697610e+02+0.000000000000000000e+00j)  (-5.306588239842370740e+02+0.000000000000000000e+00j)  (-5.310856299189689480e+02+0.000000000000000000e+00j)  (-5.315172079482916843e+02+0.000000000000000000e+00j)  (-5.319534026499510446e+02+0.000000000000000000e+00j)
 (-5.706775539516622757e+02-1.776356839400250465e-14j)  (-5.707513678495379281e+02+7.105427357601001859e-15j)  (-5.708275349625297395e+02-5.329070518200751394e-15j)  (-5.709061004397855186e+02+0.000000000000000000e+00j)  (-5.709871134513398374e+02+0.000000000000000000e+00j)  (-5.710706273676075853e+02+2.486899575160350651e-14j)  (-5.711566999414803831e+02+4.440892098500626162e-15j)  (-5.712453934908905921e+02-1.421085471520200372e-14j)  (-5.713367750789614092e+02+7.105427357601001859e-15j)  (-5.714309166898049170e+02+0.000000000000000000e+00j)  (-5.715278953946653928e+02-8.881784197001252323e-15j)  (-5.716277935052576140e+02-3.552713678800500929e-15j)  (-5.717306987075428424e+02+7.105427357601001859e-15j)  (-5.718367041706032978e+02+0.000000000000000000e+00j)  (-5.719459086221995676e+02-8.881784197001252323e-15j)  (-5.720584163830490070e+02+8.881784197001252323e-15j)  (-5.721743373501294627e+02-1.065814103640150279e-14j)  (-5.722937869182155737e+02+0.000000000000000000e+00j)  (-5.724168858285646593e+02+3.552713678800500929e-15j)  (-5.725437599328898841e+02+3.552713678800500929e-15j)  (-5.726745398600369299e+02+2.131628207280300558e-14j)  (-5.728093605743430317e+02+0.000000000000000000e+00j)  (-5.729483608141081277e+02+7.105427357601001859e-15j)  (-5.730916824018813713e+02-5.329070518200751394e-15j)  (-5.732394694197364515e+02+0.000000000000000000e+00j)  (-5.733918672474652567e+02+0.000000000000000000e+00j)  (-5.735490214657617116e+02+0.000000000000000000e+00j)  (-5.737110766328357840e+02+0.000000000000000000e+00j)  (-5.738781749490517541e+02+0.000000000000000000e+00j)  (-5.740504548322836627e+02+0.000000000000000000e+00j)  (-5.742280494331322416e+02-1.421085471520200372e-14j)  (-5.744110851270927469e+02-7.105427357601001859e-15j)  (-5.745996800257810264e+02+0.000000000000000000e+00j)  (-5.747939425544998358e+02-7.105427357601001859e-15j)  (-5.749939701442892783e+02+7.105427357601001859e-15j)  (-5.751998480862930592e+02+0.000000000000000000e+00j)  (-5.754116485919794286e+02-7.105427357601001859e-15j)  (-5.756294300952590675e+02+0.000000000000000000e+00j)  (-5.758532368232242789e+02+1.065814103640150279e-14j)  (-5.760830986497169306e+02+7.105427357601001859e-15j)
 (1.038676951269067149e-12+7.105427357599386272e-15j)  (-3.964269231892818546e-01+6.994405055138486205e-15j)  (-7.930485389928780826e-01-1.776356839400250465e-15j)  (-1.189773022801908109e+00+1.421085471520200372e-14j)  (-1.586505731922307483e+00+0.000000000000000000e+00j)  (-1.983149003120896481e+00+0.000000000000000000e+00j)  (-2.379601946327224660e+00-8.881784197001252323e-16j)  (-2.775760236311500595e+00+1.065814103640150279e-14j)  (-3.171515904814194542e+00+3.552713678800500929e-15j)  (-3.566757136139752760e+00+1.776356839400250465e-15j)  (-3.961368069761670441e+00+3.552713678800500929e-15j)  (-4.355228614432835599e+00+0.000000000000000000e+00j)  (-4.748214279212930933e+00+1.776356839400250465e-15j)  (-5.140196027248600252e+00+0.000000000000000000e+00j)  (-5.531040159820001634e+00+4.440892098500626162e-16j)  (-5.920608238783948707e+00+4.440892098500626162e-16j)  (-6.308757056501576699e+00-3.552713678800500929e-15j)  (-6.695338663642401933e+00+0.000000000000000000e+00j)  (-7.080200465806484544e+00+0.000000000000000000e+00j)  (-7.463185400546091586e+00+7.105427357601001859e-15j)  (-7.844132206798295925e+00+3.552713678800500929e-15j)  (-8.222875798258275637e+00-2.664535259100375697e-15j)  (-8.599247751726760924e+00-3.552713678800500929e-15j)  (-8.973076919433381704e+00+0.000000000000000000e+00j)  (-9.344190172456180221e+00-7.105427357601001859e-15j)  (-9.712413278345742640e+00+0.000000000000000000e+00j)  (-1.007757191188686186e+01-3.552713678800500929e-15j)  (-1.043949279253656925e+01-7.105427357601001859e-15j)  (-1.079800493532405881e+01-7.105427357601001859e-15j)  (-1.115294099584725629e+01+7.105427357601001859e-15j)  (-1.150413868194636180e+01-3.552713678800500929e-15j)  (-1.185144219885090422e+01+0.000000000000000000e+00j)  (-1.219470368802895699e+01+0.000000000000000000e+00j)  (-1.253378461606730809e+01+0.000000000000000000e+00j)  (-1.286855706755120465e+01+0.000000000000000000e+00j)  (-1.319890489658389043e+01-1.776356839400250465e-15j)  (-1.352472469484266249e+01+0.000000000000000000e+00j)  (-1.384592654030112868e+01+7.105427357601001859e-15j)  (-1.416243449951055311e+01-1.243449787580175325e-14j)  (-1.447418686736041593e+01+0.000000000000000000e+00j)
